"Timestamp","In which State/UT do you currently live?","What is your age?","Please select your gender.","How would you describe your occupation?","How many earning members are there in your immediate family?","What is your annual household income (in rupees ₹)?","How has your overall household income changed during COVID-19?","Do you or your family have any pending loan(s)?","Did you or anyone in your family get infected by COVID-19?","Did you get vaccinated for COVID-19?","Do you have any health issue(s)? (If more than one, then please select your major health issue)","How often do you exercise or meditate?","How has COVID-19 impacted your life and future plans/goals?","During lockdown, how often do you interact (on calls/chats) with your relatives & friends?","How has your appetite changed during the lockdown?","How have your sleeping hours been affected due to the lockdown?","How satisfied are you with your state government's measures to handle COVID-19?","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt scared without any good reason]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt I was close to a panic attack]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Experienced dryness of my mouth]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Experienced breathing difficulty (without any physical exertion)]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Experienced trembling (e.g. in the hands)]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Worried about situations in which I might make a fool of myself]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [Increase in heart rate without any physical exertion]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I didn't experience any positive feeling at all]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found it difficult to take the initiative to do things]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt that I had nothing to look forward to]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt down-hearted and blue]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I was unable to feel enthusiastic about anything]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt I wasn’t worth much as a person]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt that life was meaningless]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found it hard to take things easily]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I tended to over-react to situations]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt that I was nervous ]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found myself getting agitated]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I found it difficult to relax]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I was generally intolerant of things]","Please read each statement and select number 0, 1, 2 or 3 which indicates how much the statement applied to you over the past 3-4 weeks. (0 being the least; 3 being the most) [I felt unusually sensitive ]","During the past one month, which of the following have you experienced the most?"
"2021/05/24 7:48:11 PM GMT+5:30","Delhi","45+ years old","Female","Government Employee","2","10 - 20 lakhs","Decreased slightly","No","Yes","Yes","Blood Pressure","Ocassionally","Small Impact","No contact at all","No change","Decreased slightly","4","1","1","1","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","1","0","2","None"
"2021/05/24 9:29:10 PM GMT+5:30","Delhi","25 - 45 years old","Male","Private Sector Employee","2","5 - 10 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Ocassionally","Major Impact","Atleast 3 days a week","Decreased slightly","Increased slightly","1","1","0","2","0","0","0","1","0","0","0","2","1","3","2","1","3","2","1","2","2","2","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/24 10:04:43 PM GMT+5:30","Uttar Pradesh","25 - 45 years old","Male","Private Sector Employee","1","More than 20 lakhs","No change","Yes","No","No","No major health problem","Every day","Small Impact","Almost all the time/ Every day","No change","Increased sigificantly","5","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","None"
"2021/05/24 10:06:20 PM GMT+5:30","Delhi","25 - 45 years old","Male","Self Employed","2","5 - 10 lakhs","Decreased slightly","No","Yes","No","No major health problem","Atleast 3 days a week","No Impact","Almost all the time/ Every day","No change","Decreased slightly","4","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","None"
"2021/05/24 10:18:24 PM GMT+5:30","Delhi","45+ years old","Male","Government Employee","2","10 - 20 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Atleast 3 days a week","Considerable Impact","Almost all the time/ Every day","Decreased slightly","Decreased slightly","1","2","1","0","1","1","1","3","1","1","0","1","1","1","0","1","1","0","0","0","0","0","None"
"2021/05/24 10:48:02 PM GMT+5:30","Haryana","45+ years old","Male","Private Sector Employee","2","5 - 10 lakhs","Decreased significantly","No","No","No","No major health problem","Every day","Small Impact","Ocassionally","No change","No change","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/24 11:10:46 PM GMT+5:30","Maharashtra","45+ years old","Male","Private Sector Employee","2","More than 20 lakhs","No change","No","No","Yes","Heart Disease","Not at all","Major Impact","Almost all the time/ Every day","No change","No change","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/24 11:49:01 PM GMT+5:30","Delhi","25 - 45 years old","Male","Private Sector Employee","2","More than 20 lakhs","No change","No","Yes","Yes","No major health problem","Every day","No Impact","Ocassionally","No change","No change","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","3","0","2","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/25 12:07:05 AM GMT+5:30","Haryana","45+ years old","Male","Self Employed","1","10 - 20 lakhs","No change","Yes","Yes","Yes","Diabetes","Ocassionally","Considerable Impact","Ocassionally","No change","Increased slightly","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/25 1:33:44 AM GMT+5:30","Delhi","18 - 25 years old","Male","Private Sector Employee","2","5 - 10 lakhs","Increased significantly","No","No","No","No major health problem","Atleast 3 days a week","No Impact","Almost all the time/ Every day","Increased slightly","No change","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/25 1:45:22 AM GMT+5:30","Maharashtra","25 - 45 years old","Female","Private Sector Employee","3 or more","More than 20 lakhs","No change","No","No","Yes","No major health problem","Not at all","Major Impact","No contact at all","Increased significantly","Decreased significantly","4","0","2","2","2","2","0","2","0","0","0","0","0","0","0","3","3","0","3","3","3","3","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/25 1:47:04 AM GMT+5:30","Gujarat","18 - 25 years old","Male","Student","2","More than 20 lakhs","Increased significantly","No","No","Yes","No major health problem","Every day","Small Impact","Ocassionally","No change","Decreased significantly","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/25 5:13:49 AM GMT+5:30","Jharkhand","18 - 25 years old","Male","Student","1","5 - 10 lakhs","No change","No","No","No","No major health problem","Not at all","Small Impact","Ocassionally","No change","Decreased slightly","2","0","0","0","0","0","1","0","1","1","0","0","0","1","1","1","1","1","0","0","0","1","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/25 7:26:33 AM GMT+5:30","Gujarat","18 - 25 years old","Female","Student","1","5 - 10 lakhs","No change","Yes","Yes","Yes","No major health problem","Ocassionally","Considerable Impact","Almost all the time/ Every day","Decreased slightly","Increased slightly","2","0","1","1","0","0","2","1","2","3","1","2","2","1","2","2","1","2","2","2","2","2","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/25 8:41:32 AM GMT+5:30","Karnataka","45+ years old","Male","Private Sector Employee","1","More than 20 lakhs","No change","Yes","Yes","Yes","No major health problem","Every day","Small Impact","Ocassionally","Decreased slightly","Decreased slightly","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/25 10:14:40 AM GMT+5:30","Maharashtra","25 - 45 years old","Female","Private Sector Employee","3 or more","5 - 10 lakhs","No change","Yes","No","No","No major health problem","Not at all","Considerable Impact","Ocassionally","Increased significantly","Increased slightly","2","2","0","0","0","0","0","0","0","0","1","0","2","0","1","1","0","0","0","0","0","0","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/25 1:33:06 PM GMT+5:30","Haryana","45+ years old","Male","Self Employed","3 or more","10 - 20 lakhs","Decreased significantly","No","Yes","Yes","Blood Pressure","Atleast 3 days a week","Considerable Impact","Atleast 3 days a week","Decreased slightly","No change","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/25 5:05:34 PM GMT+5:30","Haryana","16 - 18 years old","Female","Student","1","Less than 5 lakhs","Decreased significantly","Yes","No","No","No major health problem","Every day","Considerable Impact","Ocassionally","No change","Decreased slightly","4","2","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/25 6:40:20 PM GMT+5:30","Delhi","18 - 25 years old","Female","Student","1","10 - 20 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Ocassionally","Major Impact","Almost all the time/ Every day","Decreased significantly","Decreased slightly","3","2","0","1","0","1","1","0","2","2","1","2","2","1","1","2","3","2","1","3","1","2","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/25 8:53:31 PM GMT+5:30","Uttar Pradesh","25 - 45 years old","Male","Private Sector Employee","2","10 - 20 lakhs","Decreased significantly","Yes","Yes","Yes","Heart Disease","Every day","Major Impact","Ocassionally","Decreased slightly","No change","4","3","0","2","0","0","0","0","3","0","3","0","3","0","0","0","0","0","0","1","2","0","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/25 11:02:43 PM GMT+5:30","Manipur","18 - 25 years old","Male","Unemployed","1","Less than 5 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Ocassionally","Major Impact","Ocassionally","Decreased significantly","Decreased significantly","1","1","1","0","1","0","0","1","1","0","0","1","2","0","1","1","0","1","0","0","0","1","None"
"2021/05/25 11:57:38 PM GMT+5:30","Maharashtra","25 - 45 years old","Male","Private Sector Employee","1","10 - 20 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Ocassionally","Small Impact","Ocassionally","Increased slightly","Decreased slightly","3","2","3","0","1","2","2","3","1","2","1","1","0","0","1","2","1","3","0","2","0","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 1:16:47 AM GMT+5:30","Uttarakhand","18 - 25 years old","Male","Private Sector Employee","2","10 - 20 lakhs","No change","Yes","No","Yes","No major health problem","Not at all","No Impact","Atleast 3 days a week","Decreased slightly","No change","4","3","1","1","0","0","0","1","0","2","2","1","2","1","2","1","2","1","2","1","2","1","None"
"2021/05/26 1:44:56 AM GMT+5:30","Jammu and Kashmir","18 - 25 years old","Female","Private Sector Employee","3 or more","5 - 10 lakhs","No change","No","No","No","PCOS","Atleast 3 days a week","Small Impact","Ocassionally","Decreased slightly","Decreased slightly","3","2","2","3","2","1","3","2","1","2","1","1","1","3","3","3","3","3","3","3","3","3","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 1:49:31 AM GMT+5:30","Karnataka","18 - 25 years old","Male","Private Sector Employee","2","More than 20 lakhs","Increased significantly","Yes","Yes","Yes","No major health problem","Ocassionally","Considerable Impact","Atleast 3 days a week","Decreased slightly","Increased slightly","1","3","2","2","3","2","3","2","1","2","2","2","3","2","3","2","3","3","3","3","3","2","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 2:08:37 AM GMT+5:30","Karnataka","25 - 45 years old","Male","Private Sector Employee","2","More than 20 lakhs","No change","No","No","Yes","No major health problem","Ocassionally","Major Impact","Atleast 3 days a week","Increased slightly","Decreased significantly","1","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","0","1","3","0","0","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/26 2:08:39 AM GMT+5:30","Delhi","18 - 25 years old","Male","Private Sector Employee","2","10 - 20 lakhs","Decreased slightly","Yes","Yes","No","No major health problem","Not at all","Considerable Impact","Almost all the time/ Every day","No change","Decreased slightly","1","1","2","1","0","0","0","0","1","2","1","1","1","0","1","0","0","1","1","0","0","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 2:08:52 AM GMT+5:30","Punjab","18 - 25 years old","Male","Private Sector Employee","2","10 - 20 lakhs","Decreased slightly","Yes","No","Yes","No major health problem","Ocassionally","Considerable Impact","Ocassionally","Increased slightly","Increased sigificantly","1","1","0","2","0","0","0","1","1","2","2","0","0","2","3","1","3","2","1","3","2","3","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 2:12:21 AM GMT+5:30","Punjab","25 - 45 years old","Male","Private Sector Employee","3 or more","Less than 5 lakhs","Decreased slightly","Yes","No","Yes","No major health problem","Atleast 3 days a week","Considerable Impact","Ocassionally","Decreased slightly","Increased slightly","1","3","0","1","1","0","0","2","3","2","2","2","3","1","2","2","3","3","3","3","3","3","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 2:13:49 AM GMT+5:30","Haryana","18 - 25 years old","Male","Private Sector Employee","2","10 - 20 lakhs","Decreased slightly","Yes","No","Yes","No major health problem","Atleast 3 days a week","Small Impact","Almost all the time/ Every day","Decreased slightly","Decreased significantly","2","3","2","0","0","0","2","1","2","1","1","3","2","2","2","2","3","3","3","3","3","3","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 2:22:19 AM GMT+5:30","Jammu and Kashmir","18 - 25 years old","Male","Student","1","5 - 10 lakhs","No change","No","Yes","No","No major health problem","Not at all","Considerable Impact","Ocassionally","No change","No change","5","0","0","2","0","0","0","2","0","2","0","0","1","2","0","2","2","1","0","0","0","0","None"
"2021/05/26 2:22:38 AM GMT+5:30","Chandigarh","18 - 25 years old","Male","Private Sector Employee","2","10 - 20 lakhs","No change","Yes","Yes","No","No major health problem","Ocassionally","Considerable Impact","Ocassionally","Decreased slightly","Decreased slightly","3","2","1","2","2","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 2:27:43 AM GMT+5:30","Punjab","18 - 25 years old","Female","Private Sector Employee","2","5 - 10 lakhs","Decreased significantly","No","Yes","Yes","No major health problem","Ocassionally","Major Impact","Atleast 3 days a week","No change","Decreased significantly","3","2","3","2","0","0","1","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/26 2:28:41 AM GMT+5:30","Jammu and Kashmir","18 - 25 years old","Male","Student","2","Less than 5 lakhs","Decreased significantly","No","No","No","No major health problem","Every day","Major Impact","Atleast 3 days a week","Decreased slightly","Increased slightly","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 3:16:13 AM GMT+5:30","Uttarakhand","18 - 25 years old","Female","Private Sector Employee","2","Less than 5 lakhs","Decreased significantly","Yes","Yes","No","No major health problem","Every day","Considerable Impact","Ocassionally","Decreased slightly","Decreased significantly","3","1","0","3","0","0","2","2","1","0","2","2","2","3","1","2","2","2","3","3","3","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 3:45:56 AM GMT+5:30","Punjab","18 - 25 years old","Male","Private Sector Employee","1","10 - 20 lakhs","No change","No","No","Yes","No major health problem","Ocassionally","Small Impact","Ocassionally","No change","No change","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","None"
"2021/05/26 6:09:23 AM GMT+5:30","Maharashtra","45+ years old","Male","Self Employed","1","More than 20 lakhs","No change","Yes","Yes","Yes","Diabetes","Ocassionally","No Impact","Atleast 3 days a week","No change","Decreased slightly","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/26 6:47:57 AM GMT+5:30","Kerala","25 - 45 years old","Female","Private Sector Employee","3 or more","More than 20 lakhs","No change","No","No","No","No major health problem","Ocassionally","Small Impact","Atleast 3 days a week","Increased slightly","No change","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/26 7:10:42 AM GMT+5:30","Punjab","25 - 45 years old","Male","Private Sector Employee","3 or more","5 - 10 lakhs","Increased significantly","Yes","Yes","No","No major health problem","Every day","No Impact","Ocassionally","Increased slightly","Decreased slightly","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/26 7:35:25 AM GMT+5:30","Haryana","18 - 25 years old","Female","Private Sector Employee","2","10 - 20 lakhs","No change","No","Yes","Yes","No major health problem","Not at all","Small Impact","Ocassionally","Increased slightly","Decreased slightly","2","2","1","3","1","1","2","2","0","2","1","1","1","3","2","2","2","2","2","2","2","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 8:05:24 AM GMT+5:30","Punjab","25 - 45 years old","Female","Homemaker","3 or more","10 - 20 lakhs","Decreased slightly","No","No","No","No major health problem","Atleast 3 days a week","Major Impact","Ocassionally","No change","No change","2","2","1","2","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","1","1","None"
"2021/05/26 8:12:33 AM GMT+5:30","Haryana","18 - 25 years old","Female","Private Sector Employee","3 or more","5 - 10 lakhs","Increased significantly","No","Yes","No","No major health problem","Atleast 3 days a week","Considerable Impact","Atleast 3 days a week","Increased slightly","Increased sigificantly","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/26 8:38:57 AM GMT+5:30","Haryana","18 - 25 years old","Male","Private Sector Employee","2","5 - 10 lakhs","Decreased slightly","No","Yes","Yes","No major health problem","Atleast 3 days a week","Considerable Impact","Atleast 3 days a week","Decreased slightly","Increased slightly","4","0","1","2","0","1","2","2","2","3","3","2","2","1","1","1","2","2","2","2","2","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 9:06:53 AM GMT+5:30","Punjab","18 - 25 years old","Female","Unemployed","1","5 - 10 lakhs","Decreased significantly","Yes","Yes","Yes","No major health problem","Every day","Major Impact","Almost all the time/ Every day","Decreased slightly","Increased sigificantly","1","3","3","3","3","0","1","3","0","0","0","3","2","0","0","0","3","3","3","3","3","3","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 9:16:16 AM GMT+5:30","Chandigarh","18 - 25 years old","Female","Private Sector Employee","2","5 - 10 lakhs","Increased slighltly","No","Yes","Yes","No major health problem","Ocassionally","Considerable Impact","Atleast 3 days a week","No change","Increased slightly","2","3","0","0","0","2","3","2","1","1","0","2","1","1","1","3","0","3","3","3","0","3","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 10:01:54 AM GMT+5:30","Rajasthan","18 - 25 years old","Male","Private Sector Employee","3 or more","More than 20 lakhs","No change","Yes","Yes","No","No major health problem","Ocassionally","Considerable Impact","Ocassionally","No change","No change","1","3","0","2","0","2","0","0","0","0","0","3","3","0","0","0","0","0","3","3","3","3","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 10:03:30 AM GMT+5:30","Punjab","18 - 25 years old","Male","Self Employed","3 or more","Less than 5 lakhs","Decreased slightly","No","Yes","No","No major health problem","Every day","Considerable Impact","Atleast 3 days a week","No change","No change","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 10:07:33 AM GMT+5:30","Haryana","18 - 25 years old","Female","Private Sector Employee","2","10 - 20 lakhs","Increased slighltly","Yes","Yes","No","No major health problem","Ocassionally","Considerable Impact","Ocassionally","Decreased slightly","Increased slightly","1","1","0","0","0","0","0","0","1","0","0","0","2","0","1","2","2","1","2","1","2","1","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 10:28:56 AM GMT+5:30","Uttar Pradesh","25 - 45 years old","Male","Private Sector Employee","2","More than 20 lakhs","No change","Yes","Yes","No","No major health problem","Atleast 3 days a week","Major Impact","Atleast 3 days a week","Increased slightly","No change","2","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","2","1","1","2","2","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 10:32:36 AM GMT+5:30","Punjab","18 - 25 years old","Female","Student","1","Less than 5 lakhs","Increased slighltly","No","No","Yes","No major health problem","Not at all","Considerable Impact","Ocassionally","Decreased significantly","Increased sigificantly","5","2","2","2","0","0","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 10:38:34 AM GMT+5:30","Haryana","18 - 25 years old","Male","Private Sector Employee","2","10 - 20 lakhs","Decreased significantly","No","No","No","No major health problem","Every day","Major Impact","Atleast 3 days a week","Decreased slightly","Increased slightly","1","0","0","1","2","0","0","0","0","2","1","1","0","0","0","0","1","0","0","0","0","0","None"
"2021/05/26 10:40:00 AM GMT+5:30","Punjab","18 - 25 years old","Male","Private Sector Employee","3 or more","10 - 20 lakhs","No change","Yes","No","Yes","No major health problem","Every day","Small Impact","Almost all the time/ Every day","Increased significantly","Increased sigificantly","3","2","0","0","2","0","0","1","0","0","0","1","0","0","1","1","2","1","2","2","2","2","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 10:46:38 AM GMT+5:30","Chandigarh","18 - 25 years old","Female","Private Sector Employee","3 or more","10 - 20 lakhs","Decreased slightly","Yes","Yes","Yes","No major health problem","Atleast 3 days a week","Considerable Impact","Ocassionally","Decreased slightly","Increased sigificantly","1","3","2","2","2","3","2","3","1","2","1","2","2","3","3","2","2","2","2","3","3","3","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 10:46:39 AM GMT+5:30","Punjab","18 - 25 years old","Male","Student","1","Less than 5 lakhs","No change","No","No","Yes","No major health problem","Atleast 3 days a week","Major Impact","Almost all the time/ Every day","No change","Increased slightly","2","2","0","2","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/26 11:25:44 AM GMT+5:30","Delhi","18 - 25 years old","Female","Private Sector Employee","1","10 - 20 lakhs","Decreased significantly","Yes","No","Yes","No major health problem","Atleast 3 days a week","Considerable Impact","Almost all the time/ Every day","Decreased slightly","Decreased slightly","3","3","3","3","2","1","1","2","2","2","3","2","3","3","3","2","2","3","3","2","1","2","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 11:42:55 AM GMT+5:30","Punjab","18 - 25 years old","Female","Student","2","10 - 20 lakhs","No change","Yes","Yes","No","No major health problem","Not at all","Considerable Impact","Almost all the time/ Every day","Increased slightly","Increased sigificantly","1","1","1","1","0","0","0","1","0","1","0","1","1","0","0","1","2","1","1","0","3","1","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 11:48:25 AM GMT+5:30","Punjab","18 - 25 years old","Male","Private Sector Employee","2","More than 20 lakhs","Increased slighltly","Yes","Yes","No","No major health problem","Atleast 3 days a week","Small Impact","Ocassionally","Decreased slightly","No change","2","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","None"
"2021/05/26 12:02:40 PM GMT+5:30","Punjab","45+ years old","Female","Private Sector Employee","2","10 - 20 lakhs","No change","No","No","Yes","No major health problem","Atleast 3 days a week","Small Impact","Atleast 3 days a week","No change","No change","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/26 12:52:36 PM GMT+5:30","Maharashtra","45+ years old","Male","Self Employed","1","More than 20 lakhs","No change","Yes","Yes","Yes","Diabetes","Ocassionally","No Impact","Atleast 3 days a week","No change","Decreased slightly","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","None"
"2021/05/26 1:35:41 PM GMT+5:30","Punjab","18 - 25 years old","Female","Student","1","10 - 20 lakhs","No change","Yes","Yes","Yes","No major health problem","Not at all","No Impact","Atleast 3 days a week","Decreased slightly","Increased slightly","1","3","2","1","0","0","2","2","0","2","2","2","2","2","2","2","2","2","2","2","2","3","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 1:47:23 PM GMT+5:30","Karnataka","18 - 25 years old","Male","Private Sector Employee","2","More than 20 lakhs","Decreased significantly","No","No","Yes","No major health problem","Every day","No Impact","Ocassionally","Decreased significantly","No change","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","None"
"2021/05/26 6:01:47 PM GMT+5:30","Punjab","18 - 25 years old","Male","Private Sector Employee","1","5 - 10 lakhs","No change","No","Yes","Yes","No major health problem","Atleast 3 days a week","Considerable Impact","Ocassionally","No change","No change","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
"2021/05/26 7:23:59 PM GMT+5:30","Punjab","18 - 25 years old","Prefer not to say","Self Employed","3 or more","10 - 20 lakhs","No change","No","No","Yes","No major health problem","Ocassionally","Considerable Impact","Ocassionally","Increased slightly","Increased sigificantly","3","0","0","2","0","0","0","0","0","1","3","0","2","0","0","0","0","0","0","0","0","0","Depression (feeling of sadness, loss of interest etc.)"
"2021/05/26 8:47:39 PM GMT+5:30","Rajasthan","18 - 25 years old","Male","Student","1","5 - 10 lakhs","No change","Yes","Yes","Yes","No major health problem","Ocassionally","Considerable Impact","Ocassionally","Increased slightly","Increased slightly","4","1","2","2","2","0","1","2","0","0","1","1","1","2","0","1","2","2","1","1","1","2","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 8:55:03 PM GMT+5:30","Rajasthan","18 - 25 years old","Female","Student","2","Less than 5 lakhs","Decreased slightly","Yes","No","Yes","No major health problem","Every day","Considerable Impact","Ocassionally","Increased slightly","Increased slightly","3","1","0","2","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","Anxiety (feeling of worry, nervousness etc.)"
"2021/05/26 9:21:51 PM GMT+5:30","Delhi","18 - 25 years old","Male","Private Sector Employee","1","5 - 10 lakhs","Decreased slightly","No","No","No","No major health problem","Every day","Considerable Impact","Almost all the time/ Every day","No change","Increased slightly","1","1","1","0","0","0","0","0","0","1","1","1","1","1","2","1","0","1","2","1","1","0","Stress (feeling of being overwhelmed, unable to cope with mental or emotional pressure etc.)"
